nft_id,name,token_id,collection_id,owner_address,character_class,class_confidence,army_power,religion_power,civilization_power,economic_power,total_power,special_powers,materials_found,rarities_found,material_multiplier,rarity_multiplier,all_traits,battles_participated,battles_won,battles_lost
6ce0064f-7a60-48ca-87d1-0696b1d9bd1c,The Obsidian Guardian,00080BB812C36A8E1C6C8B3DCE5BA3902299EF5B6EB51C8FCF0EFE9305BA1EF6,ec829c99-fd94-4595-aa26-1a8691c7b29f,rw2uAC346ub9NNf2hwCdLhCZaKzZ5haKWn,,,1360.00,170.00,170.00,0.00,13800.00,[],"[""obsidian""]","[""common""]",10.00,1.00,"{""Power"": ""61"", ""Health"": ""93"", ""Defence"": ""70"", ""Element"": ""Obsidian"", ""IQ Level"": ""81"", ""Defence Ability"": ""Elemental Mastery"", ""Special Ability 1"": ""Mind Whisper"", ""Special Ability 2"": ""Life Drain""}",0,0,0
4cb7112f-1832-4d5e-99ee-b7b590b81cb7,The Diamond Mystic,00080BB812C36A8E1C6C8B3DCE5BA3902299EF5B6EB51C8F5D68C08005BA1FE7,ec829c99-fd94-4595-aa26-1a8691c7b29f,rBEEqKWd83K4K4CwjpUSLyho6nkEUwLhdF,,,1360.00,170.00,170.00,0.00,13800.00,[],"[""diamond""]","[""common""]",10.00,1.00,"{""Power"": ""65"", ""Health"": ""86"", ""Defence"": ""89"", ""Element"": ""Diamond"", ""IQ Level"": ""72"", ""Defence Ability"": ""Future Sight"", ""Special Ability 1"": ""Time Warp"", ""Special Ability 2"": ""Tactical Mind""}",0,0,0
7d22c278-523e-4d0c-9528-44d3e82262de,The Inquisition #7d22c278-523e-4d0c-9528-44d3e82262de,00080BB812C36A8E1C6C8B3DCE5BA3902299EF5B6EB51C8F3558A38A05BA1CED,d199a27f-ce93-43c7-8cbc-d5ae20770718,rp5DGDDFZdQswWfn3sgkQznCAj9SkkCMLH,,,1360.00,170.00,170.00,0.00,13800.00,[],"[""platinum""]","[""common""]",10.00,1.00,"{""Power"": ""97"", ""Health"": ""72"", ""Defence"": ""87"", ""Element"": ""Platinum"", ""IQ Level"": ""82"", ""Defence Ability"": ""Reality Shift"", ""Special Ability 1"": ""Future Sight"", ""Special Ability 2"": ""Truth Sight""}",0,0,0
55207309-1881-466e-a205-06876502c5ba,The Inquisition #55207309-1881-466e-a205-06876502c5ba,00080BB812C36A8E1C6C8B3DCE5BA3902299EF5B6EB51C8FCB1B986F05BA1CD2,d199a27f-ce93-43c7-8cbc-d5ae20770718,rp5DGDDFZdQswWfn3sgkQznCAj9SkkCMLH,,,1360.00,170.00,170.00,0.00,13800.00,[],"[""diamond""]","[""common""]",10.00,1.00,"{""Power"": ""62"", ""Health"": ""77"", ""Defence"": ""72"", ""Element"": ""Diamond"", ""IQ Level"": ""98"", ""Defence Ability"": ""Soul Bind"", ""Special Ability 1"": ""Reality Shift"", ""Special Ability 2"": ""Battle Foresight""}",0,0,0
547b75b1-d218-49b8-9b34-0b84422bfe08,The Obsidian Knight,00080BB812C36A8E1C6C8B3DCE5BA3902299EF5B6EB51C8FC31A5B2F05BA1F92,ec829c99-fd94-4595-aa26-1a8691c7b29f,rEtibAeecV5r1W2kfqErKY5x3suDRgc25A,,,1360.00,170.00,170.00,0.00,13800.00,[],"[""obsidian""]","[""common""]",10.00,1.00,"{""Power"": ""90"", ""Health"": ""66"", ""Defence"": ""94"", ""Element"": ""Obsidian"", ""IQ Level"": ""71"", ""Defence Ability"": ""Strategic Retreat"", ""Special Ability 1"": ""Iron Will"", ""Special Ability 2"": ""Reality Shift""}",0,0,0
678e9182-192d-426f-95a8-c91a64a42ee4,The Platinum Warrior,00080BB812C36A8E1C6C8B3DCE5BA3902299EF5B6EB51C8F9F690FD005BA1F37,ec829c99-fd94-4595-aa26-1a8691c7b29f,rw2uAC346ub9NNf2hwCdLhCZaKzZ5haKWn,,,1360.00,170.00,170.00,0.00,13800.00,[],"[""platinum""]","[""common""]",10.00,1.00,"{""Power"": ""63"", ""Health"": ""95"", ""Defence"": ""71"", ""Element"": ""Platinum"", ""IQ Level"": ""69"", ""Defence Ability"": ""Future Sight"", ""Special Ability 1"": ""Mental Block"", ""Special Ability 2"": ""Life Drain""}",0,0,0
a0fc77d3-1709-4b0a-aec8-116823409ad2,The Inquisition #a0fc77d3-1709-4b0a-aec8-116823409ad2,00080BB812C36A8E1C6C8B3DCE5BA3902299EF5B6EB51C8F9A06C86E05BA1DD1,d199a27f-ce93-43c7-8cbc-d5ae20770718,rp5DGDDFZdQswWfn3sgkQznCAj9SkkCMLH,,,1340.00,160.00,160.00,0.00,13600.00,"[""Equipped with shield""]","[""diamond""]","[""common""]",10.00,1.00,"{""Power"": ""91"", ""Health"": ""68"", ""Defence"": ""85"", ""Element"": ""Diamond"", ""IQ Level"": ""72"", ""Defence Ability"": ""Elemental Mastery"", ""Special Ability 1"": ""Future Sight"", ""Special Ability 2"": ""Light Shield""}",0,0,0
7c358d38-94d7-4eb2-aced-d04399563a04,The Diamond Knight,00080BB812C36A8E1C6C8B3DCE5BA3902299EF5B6EB51C8F7B1FBA2905BA2090,ec829c99-fd94-4595-aa26-1a8691c7b29f,r3tiABxLvorCtf4xXPjoNFuzwsFhTdGQQV,,,1340.00,160.00,160.00,0.00,13600.00,"[""Equipped with shield""]","[""diamond""]","[""common""]",10.00,1.00,"{""Power"": ""76"", ""Health"": ""77"", ""Defence"": ""69"", ""Element"": ""Diamond"", ""IQ Level"": ""100"", ""Defence Ability"": ""Energy Shield"", ""Special Ability 1"": ""Dream Shield"", ""Special Ability 2"": ""Truth Sight""}",0,0,0
1b1a4d2a-bbdb-4947-bd66-bc0adbd83ca1,The Platinum Seeker,00080BB812C36A8E1C6C8B3DCE5BA3902299EF5B6EB51C8F982C7BAD05BA1E14,ec829c99-fd94-4595-aa26-1a8691c7b29f,rHYZDXHSqe92AheeRGQ35hBRiG7SVMKyVD,,,1340.00,160.00,160.00,0.00,13600.00,"[""Equipped with shield""]","[""platinum""]","[""common""]",10.00,1.00,"{""Power"": ""96"", ""Health"": ""73"", ""Defence"": ""83"", ""Element"": ""Platinum"", ""IQ Level"": ""70"", ""Defence Ability"": ""Dream Shield"", ""Special Ability 1"": ""Tactical Mind"", ""Special Ability 2"": ""Dream Walk""}",0,0,0
f8973416-849d-42f0-8500-11db2f0925c6,The Diamond Knight,00080BB812C36A8E1C6C8B3DCE5BA3902299EF5B6EB51C8FD154B6CB05BA1F2E,ec829c99-fd94-4595-aa26-1a8691c7b29f,rw2uAC346ub9NNf2hwCdLhCZaKzZ5haKWn,,,1340.00,160.00,160.00,0.00,13600.00,"[""Equipped with shield""]","[""diamond""]","[""common""]",10.00,1.00,"{""Power"": ""90"", ""Health"": ""78"", ""Defence"": ""99"", ""Element"": ""Diamond"", ""IQ Level"": ""75"", ""Defence Ability"": ""Void Walk"", ""Special Ability 1"": ""Strategic Retreat"", ""Special Ability 2"": ""Light Shield""}",0,0,0
f9eafb8c-8275-4166-827d-e3e66cf2b6dd,The Obsidian Guardian,00080BB812C36A8E1C6C8B3DCE5BA3902299EF5B6EB51C8FEB2A782505BA228C,ec829c99-fd94-4595-aa26-1a8691c7b29f,rUX2n1g9fZxNsw1sSzaepefS591cZg3U69,,,1340.00,160.00,160.00,0.00,13600.00,"[""Equipped with shield""]","[""obsidian""]","[""common""]",10.00,1.00,"{""Power"": ""67"", ""Health"": ""99"", ""Defence"": ""78"", ""Element"": ""Obsidian"", ""IQ Level"": ""88"", ""Defence Ability"": ""Elemental Mastery"", ""Special Ability 1"": ""Energy Shield"", ""Special Ability 2"": ""Battle Foresight""}",0,0,0
f7a10a8d-9640-4acb-9630-0740652c6af5,The Obsidian Knight,00080BB812C36A8E1C6C8B3DCE5BA3902299EF5B6EB51C8F271E47EE05BA1D51,ec829c99-fd94-4595-aa26-1a8691c7b29f,rLm7T7h1y3T9F3jdvtYcFZjPPsa9DYSFV,,,1340.00,160.00,160.00,0.00,13600.00,"[""Equipped with shield""]","[""obsidian""]","[""common""]",10.00,1.00,"{""Power"": ""65"", ""Health"": ""83"", ""Defence"": ""61"", ""Element"": ""Obsidian"", ""IQ Level"": ""61"", ""Defence Ability"": ""Soul Bind"", ""Special Ability 1"": ""Dream Shield"", ""Special Ability 2"": ""Strategic Retreat""}",0,0,0
5cac30c2-14aa-4471-ab6c-34ab6aa3b5d8,The Obsidian Guardian,00080BB812C36A8E1C6C8B3DCE5BA3902299EF5B6EB51C8F2937615105BA1FB8,ec829c99-fd94-4595-aa26-1a8691c7b29f,rwAonwiYePZvcqX5Kc13fhHprVFuiZh3Ec,,,1340.00,160.00,160.00,0.00,13600.00,"[""Equipped with shield""]","[""obsidian""]","[""common""]",10.00,1.00,"{""Power"": ""91"", ""Health"": ""96"", ""Defence"": ""89"", ""Element"": ""Obsidian"", ""IQ Level"": ""68"", ""Defence Ability"": ""Strategic Retreat"", ""Special Ability 1"": ""Soul Bind"", ""Special Ability 2"": ""Light Shield""}",0,0,0
6938f8a3-23f7-4e12-ac03-744ee63b19f2,The Diamond Knight,00080BB812C36A8E1C6C8B3DCE5BA3902299EF5B6EB51C8FCC9CA78A05BA20ED,ec829c99-fd94-4595-aa26-1a8691c7b29f,rK9uR7idnNd3mud6ugBiZww2HPEvVSQh5z,,,1340.00,160.00,160.00,0.00,13600.00,"[""Equipped with shield""]","[""diamond""]","[""common""]",10.00,1.00,"{""Power"": ""61"", ""Health"": ""62"", ""Defence"": ""100"", ""Element"": ""Diamond"", ""IQ Level"": ""70"", ""Defence Ability"": ""Dream Shield"", ""Special Ability 1"": ""Shadow Step"", ""Special Ability 2"": ""Void Walk""}",0,0,0
15d5aedd-2e98-4940-ad09-69569699a02f,The Obsidian Guardian,00080BB812C36A8E1C6C8B3DCE5BA3902299EF5B6EB51C8FADB5994505BA23AC,ec829c99-fd94-4595-aa26-1a8691c7b29f,rK9uR7idnNd3mud6ugBiZww2HPEvVSQh5z,,,1320.00,165.00,165.00,0.00,13400.00,[],"[""obsidian""]","[""common""]",10.00,1.00,"{""Power"": ""86"", ""Health"": ""82"", ""Defence"": ""66"", ""Element"": ""Obsidian"", ""IQ Level"": ""90"", ""Defence Ability"": ""Mind Control"", ""Special Ability 1"": ""Strategic Retreat"", ""Special Ability 2"": ""Truth Sight""}",0,0,0
9c7c4be3-0826-4291-9a63-3e444623eaf7,The Obsidian Priest,00080BB812C36A8E1C6C8B3DCE5BA3902299EF5B6EB51C8FF1129C0205BA1D65,ec829c99-fd94-4595-aa26-1a8691c7b29f,rscYqQU28R6PNgmFfjbBH4MzpePwcsvMCx,,,1320.00,165.00,165.00,0.00,13400.00,[],"[""obsidian""]","[""common""]",10.00,1.00,"{""Power"": ""73"", ""Health"": ""90"", ""Defence"": ""97"", ""Element"": ""Obsidian"", ""IQ Level"": ""90"", ""Defence Ability"": ""Iron Will"", ""Special Ability 1"": ""Battle Foresight"", ""Special Ability 2"": ""Soul Bind""}",0,0,0
